,returns,CDF for h = 0.001,CDF for h = 0.003,CDF for h = 0.01
2420,0.4390928032673822,0.9605219004472634,1.0129790550868945,0.991129354744582
1111,0.4396642596166709,0.9630734823038242,1.009449417088688,1.010420518303804
1021,0.4402032718701019,0.976356631827586,0.9926075326249377,0.990793013656262
1511,0.44056608440126466,0.9980121835637209,0.9868483060417709,1.0037839977569505
2130,0.4409802151239557,1.001640308722247,1.0134352800551418,0.9955616231239516
1932,0.4420596834555006,1.005795121540648,1.012521540913934,1.0025612996723208
2284,0.4439237749654068,1.0196319731805517,0.9981258504081983,0.9938592206033727
1288,0.4441792719725559,0.9414073769612152,1.0105683314615992,1.002848534798951
2147,0.44467253644112614,0.9786744901434941,0.9908402616408012,0.9914024465780674
1145,0.4464773731635774,0.972944642104214,1.017793554447062,1.0011352634697062
2174,0.446762110204735,1.0197909842935857,1.0133161293408142,0.9953290231665974
1640,0.4471960909184469,1.0478030872774646,0.9885365813364752,1.0053503928280911
397,0.44823730004002926,0.9752841051316661,0.9970257367914017,0.9936053598136018
1612,0.44875921630071414,1.0517790281737855,0.9757730021887694,0.9841214028846753
1246,0.4499830615548517,0.9456286167359643,1.0032039576235032,0.9881033491092133
2100,0.45224555561121504,1.0342132636418504,0.9796314148941754,0.9862473802732065
390,0.4557400320473237,0.9804482328987606,0.9919079480977718,1.0010037094022695
1496,0.45574026225333353,0.9870968305310388,1.0121391054469968,0.9987414996700715
388,0.457367034921935,0.9897445142695569,0.9994542107228791,1.0023409457136492
1519,0.45759308572242485,0.9953710466563025,0.9954011433784419,0.9967835509225145
985,0.4585023596867994,1.007597516622363,1.0030962966710766,1.0119761325096912
1354,0.45876464382199345,0.9904642908062705,0.9854648070656717,0.9895514612364393
2207,0.4587890672492878,0.9662054572806049,1.0128213698335147,0.9957621111966456
1483,0.4587930062250949,1.0536926858653666,1.021957748686613,0.9886992599615414
1266,0.4595788131710459,0.9997420231892347,0.9705164814883661,1.0012165556290613
1895,0.46061848383362625,0.9960229528600071,1.0283804287253993,0.9958523306394234
347,0.461329427651229,0.9762574312363999,1.0387593925779477,1.011016931973122
1396,0.461800270772986,1.048816209259151,0.9835720482529363,0.9921530388874361
1274,0.4619354081334206,0.9985475921960932,0.9691777302240293,0.9905962544463339
768,0.4621796879675246,1.003354250823776,0.9797666470106949,1.0141765832509457
630,0.4627341918070309,1.0567837690239845,0.9774683916548472,1.0087390471941846
775,0.46273641732064674,0.9571382390649665,1.0133977584283989,0.9964880785881641
47,0.46285513518707444,0.9647063103795436,0.9828600554871849,0.9986611177461817
2237,0.4635255485606211,1.0298505349173561,1.0470555950195575,0.9968674318451316
1769,0.4645356438639321,0.9936235213068795,1.0465202022614197,0.9976659842456983
454,0.465805800337179,0.9675310177439228,1.0015631209227198,0.9993776999732913
2039,0.4661865116025168,1.0222813356608667,0.975664988299088,0.9943293869387787
1416,0.4675023141653596,0.9818646161934456,0.9884037997408399,0.9901075329447878
447,0.46771593952759716,0.972551933762507,1.0004013303181323,0.990892474383743
1465,0.4679259510640703,0.9441074922566403,0.9978118334728838,1.0061894774197466
864,0.46801793533366065,0.9682495340665761,1.008122480859668,1.0146890460234188
525,0.4682368905955667,1.0118070091336857,0.9991674913169403,0.9906674692631575
2365,0.46930813948211547,1.0011610151126002,1.0150155505872593,0.9849780482658407
1761,0.4699515641288825,0.9933512428656176,0.9869783364939003,1.0127190399245225
1990,0.4714328023655625,1.034181423592308,1.0300732792814522,1.0006254465562774
103,0.472856285427409,0.9975712454944539,0.97797449251251,1.0057444496143446
802,0.47613438848891954,1.0087308721704997,1.042181184359386,0.9922694275899459
501,0.4761756632876497,0.9614515344741029,1.0288381963472772,1.0022121028660307
2385,0.4767316190174138,0.9654636378491941,1.0191237143009804,1.0007669613295302
1638,0.4779030541436369,1.0221695554039307,0.9933931662453045,0.9960439916688474
348,0.4782860385101577,0.9897027824368777,0.9873278196542531,0.9972357930130556
2354,0.4787625538019846,1.0344088331305117,1.014450995803149,0.988972287686751
1184,0.4800342315387365,0.9982343159464907,0.9768162629646508,1.0034477487021325
273,0.4823922769638296,1.0682870451201691,0.9971673885082757,1.0088034432063346
2008,0.48460598509008856,0.9816464909324747,1.0195871923678141,1.0022310400129182
681,0.4847965294626857,0.9737609822682729,0.9912963169536255,0.9928928800673309
105,0.4858522820249238,0.9831577048625879,0.9455748298507882,1.0088955460625733
902,0.48677440362636637,0.9943792862887292,0.9822537798164149,1.0099111717104987
2111,0.48748581439545546,1.0468625448768407,1.006791750430667,0.9833137444931601
415,0.4876849304154045,1.003963128234399,1.014600856658348,0.9867500137829025
1698,0.4878805776357886,1.024871876893842,1.0205393926377928,1.0046158531547515
1780,0.48881058202507255,0.9852237654161768,1.0209631457383461,1.0000740367316048
60,0.4889481182115991,1.0061829077899818,1.006421035472244,1.0138543339117907
1846,0.49110771759774896,1.0029722537570713,1.0113088979906446,0.9822859935131135
2287,0.4933416146400269,0.9765015453573223,0.9917598558825487,0.9960340449890797
207,0.4933955921911093,0.9859261364442429,0.9658964597850173,1.0070083788652908
1083,0.4939448694136852,1.0008402293084127,0.9881554995194906,0.9870264340068192
34,0.4941533277582222,0.9962674999867582,0.9630331694688619,0.9982672150835364
2199,0.496500929979496,1.0064094993505892,0.9755049797383968,1.0000958033588685
151,0.49653438979032205,1.008918832036461,0.9976284622976865,0.9963220864286768
346,0.49684254876352796,1.029290803589282,0.9838924228786414,1.0061113785808113
9,0.4977898948152397,0.9592065746060096,0.9856793009085449,0.9722973795591136
920,0.49850287699952345,1.0421878565058207,0.990535637590295,1.0131095195528417
2084,0.4996475371229254,0.9814672311205968,0.9535558398259872,0.9989417092716755
2455,0.4996737513635865,0.9876689781013596,1.004296775636818,0.9924123408806442
2052,0.4998102674759135,0.963126316620744,0.9799149490015611,0.9858926372798908
2303,0.4998844202342112,0.9914264537098845,0.9739722069462312,1.0120290014989342
1785,0.49995403109468817,0.959468541694694,1.0169739809448877,1.007617464150549
456,0.5010995151802635,1.0511827673702057,0.9832097879902059,0.9879587087711744
2155,0.5029488064236338,1.0245404770947428,1.008680265623552,1.0006494576744305
1335,0.5034161345735912,0.997656734953621,1.022326420718057,1.0045131043536237
695,0.5035519631250696,1.013901395055858,1.0104829890897653,0.9893403353113523
742,0.5048369276891174,1.0129312397382189,0.9995248911385992,1.0033146080646713
2477,0.504888322351956,0.9672573334209028,0.9867891605880806,1.0044540771492152
2151,0.505093537640452,0.9815233715903617,0.9947506424653557,1.0125782208885563
2332,0.5060655957951228,1.0424395592017552,0.9848685558469836,0.9847031890894478
1902,0.5062945443722875,1.030808381857744,0.9884877958222377,1.0033688178141524
1948,0.5063877741470819,0.9887626547085313,1.0316638346619196,0.9985304648742204
644,0.506490888802535,1.050658592386994,0.9749727511202173,0.9923768436919664
1074,0.507659712314549,1.02162236653745,0.9870757632285337,0.988137253880149
111,0.5084539623593534,0.988636467802494,1.0107363040255775,0.9968288829150175
268,0.5091644350659896,1.0576974191515573,1.0031242031756926,1.0008127648177427
1710,0.5096420617676369,0.9643992255600349,0.997023392035861,1.0004724093710333
1513,0.5111145648132067,0.9868027686079351,1.0102928929555588,1.0032214444999639
498,0.511559307735711,0.9894125213579916,0.9881746431209538,1.0062185545755622
1507,0.5142503455827667,1.01295183300327,0.9933615127892595,1.0122616897853294
1476,0.5144136052313062,0.9555106603627304,0.9876100571159717,0.9857315998165385
490,0.5150814933761982,0.9813598400763884,1.007819296670128,0.9968389279603883
1648,0.5157869500286327,0.9686108030897387,0.9964066815090896,1.0039181535150739
2330,0.5159401771283025,0.9148956043198619,1.0008085293064735,1.0036636052093768
385,0.5168567420775363,0.9705240833968334,1.006940081480659,1.0006129734381517
384,0.5181281753498848,1.0273976030370178,1.0039737238148432,0.9920709567255379
1325,0.5187862777735055,1.023159922872856,1.0224866386462883,1.0082866114174076
691,0.518831791448451,0.9984068679339395,1.0143450792561157,0.9839019324818397
17,0.5198408250518676,0.9279666612001136,0.9738260789723804,1.0035274096886213
296,0.5201865990099073,0.9549401804458084,0.9877314733681725,0.9852308030503204
250,0.5215750699786152,1.0292217210300154,0.9721862166149036,1.0166640711477308
1743,0.522440187115748,1.0040782853650752,0.945662592834657,1.000921949559502
393,0.522843717396291,0.9958412016495246,0.9904471748637123,0.9748970045275479
1687,0.5245633110432331,0.9580715477169459,0.9764093137670391,0.9942980703930855
2457,0.5247398430668708,0.9338445688734063,1.0057359462778648,0.9901317802273731
410,0.5251685064517471,1.0510388933815669,0.9784428085625265,0.993572872234204
1599,0.5266852019003994,1.0316825227217892,1.0206075448853427,0.999439611232718
333,0.52713494312534,0.9547791265791644,1.0102738114217709,1.0066630033949517
1794,0.5299997097494089,1.0244123787379942,0.9823458526883634,1.004768218226773
1875,0.5310078575906816,1.0368826042028236,0.9618028901525361,0.9891435196006729
651,0.532052210130975,1.0381447916613888,1.0028074288937279,0.9862663909428006
1403,0.5336943078539587,1.0059638580488353,1.002318099403384,1.0015874152381254
457,0.5342428888163497,1.0703466386644,0.9989893986082532,1.0118192572552358
994,0.5350454426702516,0.9970778658585016,0.9670689425753111,1.0030301540468511
547,0.5354325519821954,1.0446388851639488,1.007587213398594,1.0144753549766161
2062,0.5379160821813256,0.9606992121286065,0.9889630556781838,0.9990230919003878
1781,0.5381439011244136,0.9496073435114156,0.9621198531267273,0.9917015406340318
618,0.5388330449547929,1.0051010118113297,1.007643889975452,0.9963812034376804
707,0.5398668146760095,0.9954786501735974,0.9909439420767487,0.9900904112631115
2321,0.5402826747086251,1.0163211288079015,0.9880871069422288,0.991628257969987
1303,0.5412275578192474,1.0324783257818497,0.9990965093256386,1.007863552196308
748,0.5414996384412869,0.9944058338280586,0.998814581631501,1.007699588225053
486,0.5418082771988055,0.976943630646414,0.9755971975868801,0.9942665652969164
2025,0.541815369798357,0.9666036800600057,0.9820945974205587,0.996509659657071
1853,0.5429799705735272,1.0050724500252812,0.9846507787087495,1.0017166625473999
1586,0.5436698041792918,1.0204830175629265,0.9940067085266832,1.0157451844159726
2010,0.5448973858488444,0.9482390016360055,0.9912397904343407,0.9989154262772535
1065,0.5459637937677626,0.987331270153557,1.0140784851825733,0.9851490349072815
2267,0.546043681581164,0.9948505683530051,1.0228372652177997,1.0031138288685584
1157,0.5468212170554823,0.9432919443467247,0.9942378934756007,0.984953092689405
1685,0.5469178472639995,1.0741406449957278,1.0033014297732343,0.9960225959686347
1834,0.5474982994054955,1.0094413430733833,0.9899375446790464,0.9996116324796581
1121,0.5509998680531889,1.0170406305600397,0.9816736909612704,0.9941935040749724
1653,0.5523413519854077,1.018184406931529,0.9902418302841188,0.9927328032038792
405,0.5525137537080291,0.9494835272070836,1.0364463973756688,1.002481273702352
591,0.5543499653936064,0.9821686627667228,1.018326782071496,1.0119488764539526
231,0.5545901004381402,0.9927981223536092,0.9851740103885611,0.9811097918261251
714,0.556150547906576,1.0771730168998093,0.9880553872914621,1.0142671828285845
1402,0.5563507866730046,0.9758701776616733,0.9976746830365685,1.0027552910722661
334,0.5578092570560125,0.9702399709909741,0.9968808437172749,1.0103487173858452
2118,0.5581716509231531,1.0480694900097198,1.0061049323155298,1.0017819178955927
2246,0.5582138766619684,1.012101682192613,0.9706269970196872,0.9787776244807117
826,0.5587518398611593,0.9876411778099139,0.9594984666749988,0.9968605664982072
0,0.5593796349912399,0.9971154263627379,1.0009271875930965,0.9947172127479746
665,0.559644341095743,0.9241354547097034,0.9755693421179366,0.9885713234053021
2390,0.5613889249977222,0.9759459082673878,0.9833109207418361,0.9981121820931911
600,0.5618105666080264,1.0331750494161354,0.953019017112638,1.0085719178794306
367,0.5624275808149002,0.9831392629608279,1.011865794231923,1.0150326698331318
597,0.5631403019688939,1.0287590416150523,0.9980318787582786,1.0136359513813726
1608,0.5634771862926782,1.027210891157595,0.9641623982562617,1.0009738684308933
311,0.5635676717739362,0.9865183409029303,1.027745393784516,0.9994154243251971
1567,0.5640154365216012,0.9331174021197304,0.9875088443540954,1.0106703032533138
2491,0.564025470774429,0.9667437315139653,1.047253092153968,0.9889561690265749
1332,0.564070299804359,1.0166311103767693,0.9617897935488171,0.9989833681840887
1464,0.5641681502316858,0.9984881102916516,1.0017220465947534,0.9968938388204575
2344,0.5674021786510406,0.9452956999557128,1.0552419510028155,1.0146982625290912
1636,0.5683184922444349,1.0277755428453301,1.0006655266749716,0.9998947238656349
1677,0.5688982929262261,1.0223155497870435,0.9990680894400755,0.980657169394418
1854,0.568916239012482,0.9718443400947189,0.9804643248480343,1.0069737161025767
193,0.5690766967793239,0.9628265682444512,0.9910979443836635,0.9970331544952984
5,0.5691172433972165,1.0599259882657703,0.9967455577009059,0.999944557111635
537,0.5691783343592598,0.9988542150309948,1.0065824794034128,0.9922867180862741
677,0.5695348542594896,0.9800689754381321,1.0219505286571786,1.0021355881031389
2485,0.5696819145751102,0.9703579105630907,0.9923082740556496,1.000351709790265
729,0.5702807946809987,0.9802783757059432,0.9928745012909055,0.9922867847601297
2341,0.5709261727842139,0.9026858179446048,0.9854450134210672,1.010401683345604
452,0.5716610521407057,0.9753799233625636,1.013421812438479,0.9919959363076121
561,0.5723618045831875,0.967312138775636,0.9721941391137051,1.0063015431413453
106,0.5727851346025266,0.9862441172820372,1.00504036974324,0.9981120958411998
706,0.5751538324122365,0.974118742449599,0.9805936104444337,1.0001917331954526
1744,0.5753811092752201,0.9570248784568052,0.9934287060024461,1.0011973490521338
128,0.576169216545795,1.014918623553811,0.999919607287832,0.9850290714512099
1532,0.5771540170661185,1.0366963924853163,1.0037229572759434,0.9956427712938725
765,0.5777483703136579,0.917938391877412,0.9832077877141736,1.00280955518814
435,0.5779958013723576,0.9629134811149241,1.0038702242077449,1.0138300730279113
1092,0.5782499715400162,0.9668338016944665,1.023235241113828,1.0003361383802516
764,0.5794071550225173,0.9612649410046388,1.0144472897848722,1.0151120866086916
1716,0.5802939565800147,1.0701794210588702,1.0356095909501042,1.0122790082890276
1294,0.5803154861663813,0.994885082861405,1.0351588688318751,1.011558057641121
459,0.580914268657245,0.9344850462247078,0.9383717397899384,1.0124063554143552
757,0.5823645866701617,0.9880855081614177,1.0250250952068438,0.9754877011735803
308,0.5833316992181168,1.0791885693495409,1.004711877922921,0.9909637392610844
277,0.5845020319988878,0.9996041492394839,0.9989886247831749,1.020948453980205
1940,0.5865941796012963,0.9826499027957767,1.0019841345501734,0.9971054714909953
234,0.5878752430038827,1.0489749238052326,1.0221398091893354,0.9901260734568692
1644,0.5883337867934415,0.9541883959457449,1.0294515788944376,1.0032870845041237
1736,0.5899092028344106,0.9872124546309279,0.996800419773896,1.0197453316436915
345,0.5906907657785412,0.9833334346535306,1.0120488956696814,1.0110920302959963
1973,0.5913462339549584,1.003165276434981,0.9743856410646794,0.9897133285881736
245,0.5913630529202272,1.0011154522185777,1.0007131239926423,0.9867508601237804
2095,0.5919043527124799,0.9781636831804741,1.0548981498055137,1.0148017965158527
762,0.5919641883212003,0.9619589488839642,0.9977367592883805,0.989258626141964
1827,0.593197981964648,1.0323447217861808,1.0160466954017233,1.0005749286764347
1456,0.5932373750639452,0.9855912595148341,0.9943919503839487,0.9838898092968118
1149,0.5937644099720409,1.0133589305667343,1.014362206243105,0.9987894757669631
2129,0.5943130640115801,0.9967686162207777,0.9952149924061781,0.9921319851762916
862,0.5954050307346312,1.0040130852646634,1.0181993415441748,0.9971970312859832
1398,0.5967841601338195,0.9446927576429995,1.0142497727478004,0.9958794264917707
1498,0.5972870801615513,0.9849534410189361,1.0045904402148833,0.9917090445793811
1419,0.5975750739533872,1.015945871288773,1.0059835503245242,0.9953634309310544
797,0.5983202429062575,1.061960728258558,1.0071378030259084,0.9878139179216858
2454,0.599024895118764,1.0782788676380888,1.001466008292931,1.0039525261484696
2456,0.600786529736143,1.0280330039110621,0.9884503229695357,1.0116437996802292
622,0.6027550313267083,0.9657901264020552,0.9802151834793487,0.9937352478969965
565,0.604916649027623,0.9589635086283314,1.0188594348328122,0.9996861215088122
1388,0.6054938362299045,1.0023544210618165,0.9719983633139481,0.9859846422666008
1447,0.6062453159946988,0.965995468527692,1.0286143070873532,1.0162706926792326
1620,0.6062876054498416,1.0346357144748284,1.0048478754223824,1.0037502920430212
1461,0.6072660702511137,0.9979733721310403,0.9825775376034304,0.9925511427390706
2348,0.6074626272509951,0.9764464861112622,1.0138642657229648,1.004453920912265
703,0.6096045566738195,1.024493469722214,1.0455301117206448,0.9978946193320893
261,0.6101355046352313,0.9945778931993333,0.9885228454587036,0.9959661709068935
669,0.6102471807253518,0.9939574289437219,0.9818341922526451,0.988463803048677
1088,0.6110744096329359,0.9512526725167075,0.9826124583209389,0.9943868852435822
884,0.6112312581682351,1.0311783718571323,1.005449623769307,0.9845271370945758
926,0.6125604341835138,1.0150668541935333,0.9939214074224295,0.9949112949272537
952,0.6126171269920537,0.9904758535720896,0.970667979389596,1.0002931032199187
908,0.6132855707341964,1.007982659188947,0.9776271411543778,1.0128871675631064
59,0.6148424449745713,1.058011337184846,1.0403411525067623,1.001757823444066
2300,0.6155807811638632,1.0069267398889563,1.0056240728996348,1.00150718990679
517,0.6159238912685572,0.9840008783989407,0.9893835090613089,0.9904535181196806
531,0.6159555986594856,0.9835661426900739,1.0080438650656636,1.0166271208377413
298,0.6167770222864164,0.9434564375463287,1.0065142695264393,1.0218422650102246
928,0.6169354655385093,0.9699024623373376,0.9784276901209973,0.9697670374657212
951,0.6186644124323841,1.0268862626104556,1.020106279209517,1.0063036327655157
1768,0.6190845610884994,0.9931113779356726,0.9857254529848704,0.9942216059521666
438,0.6209127418757399,0.9778203752066928,1.0096910068857354,1.001029134359757
981,0.6210952302651194,0.9822428761737608,0.9753647045741541,1.0053034770397427
970,0.6212621626477834,0.9820474669998891,1.0008563525006258,1.0116301041547986
999,0.6218479522880118,0.9875000884847843,1.024519788990079,1.0018074626857303
1873,0.6223677549484081,1.0364082009705193,1.0151099130141434,1.0018130604787014
1443,0.6226902363812494,0.9981327244596633,1.0171541118503902,0.9938661737316096
2033,0.6239906449629291,1.018236270310144,0.9979897663908607,1.0084983671287193
222,0.624837398608858,0.972042286021779,0.9866938564627498,0.9933374349733296
1367,0.625089969455876,0.9843296965204373,1.0505428842421438,0.9901853725957415
1146,0.6251690903321445,0.9921489436777484,0.9986965424251923,1.0150203057052
291,0.6253528682999592,1.0333756554314957,0.9956705545358582,1.0075296858690979
993,0.6282553569736236,1.040302505766144,0.9859719100686956,0.9763090802035496
607,0.6290345389024321,1.011274835198723,1.0239993539237107,1.0174895921961133
1757,0.6298211534820304,1.0246854704381654,0.9862720079139575,1.009244381909343
1956,0.6300401550149961,0.9998203786775218,0.9959105629195963,0.9901700934486763
127,0.6304649843641319,0.9779834756738414,0.9799657565785648,0.9899501191562022
722,0.6307885997250051,1.0541109076129767,0.9919773731777635,0.9956987719109981
2099,0.631147107716191,1.0566562311568257,1.047803617130048,1.0073080959144745
2337,0.6311731698310832,0.9575043896059858,1.0020986929837008,0.9976851535227875
479,0.6324916536064531,1.0548051219293453,0.9927196797979662,0.9839333102090968
1826,0.6330066134090748,0.9843388516270747,0.9580803628406023,1.0030952048374646
2208,0.633864554212324,0.9814885626885332,0.9963846750165251,0.9987268627100175
1577,0.6341087132396912,0.9614467652307476,0.9926281985534643,1.000208283429167
633,0.6346990979036742,0.995478980184054,0.9878080460890526,0.9966444831229699
1795,0.6348982689021296,0.9187519751042841,0.9874126423017514,0.9809227841837328
200,0.6351132696106874,1.0252659993965545,0.9918771262961344,0.9879728005930583
957,0.6359965842905224,1.023245250986146,0.9919755220546904,1.0019815676182022
1806,0.6362057323851074,0.9988144370122691,0.96360767147688,1.0120185485374376
2394,0.6364396752727013,1.0138415552445255,0.9832240152005519,0.9963464416863388
1089,0.6368946409409615,1.0316001752271822,0.9697999519420745,1.0238503930493346
39,0.6376150214095051,0.9136771812454334,0.9802277128171516,0.9986723898001955
931,0.6377940406279108,1.011242245050284,0.9963798029585865,1.007038133834094
223,0.6388379114844607,1.0189547097821894,1.0505446440194166,0.9867550780627972
1429,0.6400654519313447,0.9897094989442387,1.018225565080902,1.0108414689754979
448,0.641398894751672,1.0525809944288012,1.0098424637000334,1.0135581305156767
2079,0.642215896884009,1.0598327439166306,1.0266833559328958,1.0180304560702407
895,0.6427378377876733,1.02550674605824,0.9572588576609478,0.9969399412529014
2143,0.6431194572171979,1.0045688235275618,0.9786488450351686,0.9810826900246267
1573,0.6432114150606507,0.9598933120693187,0.9710056462410488,1.0001178864146096
678,0.6435844944718705,1.0352879822637584,0.9860428712877608,1.027055777234675
1655,0.6436325471735984,1.0572187248821034,0.9783560182791933,1.0056848456610694
412,0.6452028433881891,0.9407898920485921,0.989125804435249,1.0215222084336415
1618,0.6466266736494872,0.9687998071566447,0.9930425042270101,1.0020723612217346
1290,0.6471308216548075,0.9948560975894845,1.0085062264526659,1.0175381545338313
1187,0.647832493873695,1.0410504379366232,1.008593528991237,0.979959887765306
1527,0.6498693491511867,1.0263338662840182,0.9974110452558064,1.0039247442792407
350,0.6516433529305372,0.9988251347457252,1.0011820985255913,0.9848246551514144
2068,0.6519874168993003,0.9877609891493588,1.0106258066565652,0.9893740068374147
46,0.6522582544762097,1.0601593628217119,0.9837689984791778,1.0012998939588102
141,0.6533373584783475,0.9636474843873759,1.0057292190062552,0.9859099773216655
776,0.6533492957217435,1.030363113752259,0.9576777934351828,0.9951618650620314
1752,0.6537584426688243,0.9646373134030687,1.0198235801895255,0.9983993782874407
43,0.6542186580034637,0.9899513721737412,1.0122171001867284,0.9770894801794936
1583,0.6557547055306248,0.9987694721374005,0.9811611902128652,1.0056015594926926
755,0.6566040741340204,1.0766413606705885,0.9957470711483665,0.9996744393670202
2351,0.6571986269788881,1.0268130018875805,1.0230754205271273,1.0186839907076755
2043,0.6574444498858407,1.0278099654896662,0.9909556729587935,1.0051360229145512
532,0.658621249920619,1.0016246955917707,0.9758572481277628,1.0074456778290548
751,0.6589139608619838,1.0339557999941633,1.030508391047624,0.9966251009735476
676,0.6591694578290448,0.9874817817128148,1.009633642078717,1.007708668527409
488,0.6594205656371164,0.9760953689071509,0.9592205955739995,1.0059462694904753
282,0.6595750946681547,0.9833208361548961,0.9917153365774859,0.9938915866493864
2080,0.6610523923413929,0.9830066619649854,0.9756758542217165,1.0024044467250468
118,0.6612851324704458,0.9368182767781812,0.9970723954400535,0.9907140345412713
1167,0.6632398208696801,0.9973257222766713,1.0021360174373148,1.0062847157075325
1058,0.6658220095580762,0.9932960890353209,1.0251628777138848,0.9855447166212148
1985,0.6660943563415973,0.9801748696814558,1.0167114930456969,1.0181092069376956
1512,0.6667522484363892,0.9153910689879257,1.0467088033920502,0.9874703570335692
493,0.6670863661802655,1.0157746096569176,1.0124409767459022,0.9987303051264664
932,0.6676920114375036,0.997903480842581,0.9752345613630057,1.0016358077180494
1125,0.6682839537503866,1.023233131777317,0.988108870291511,1.0033266462088262
663,0.6688309538707677,1.0028517058578028,1.0708544946916172,1.0094340052890949
325,0.6702610415118546,0.986790552924434,0.9830598622476564,0.9847406263714458
199,0.6714388885915277,0.9507828212290093,0.992894505645808,1.0026483147462448
1450,0.6715033733279974,0.9730821192376615,1.0125694312249511,0.996540906370494
1267,0.6745265995015113,1.0239179721577367,1.014255212910298,1.006704277512381
2034,0.6752411985552502,1.0274138224516192,1.0335470917466087,1.0058936380535008
1548,0.6758664195042019,1.0421872171548743,0.999642667603491,0.9793206981820921
959,0.6763490003847095,0.9929810885396498,1.0076183482487118,0.9952814237739769
1358,0.677437364951496,0.9552848218534059,1.0043666044527295,1.0146390212051466
793,0.6783422853492613,0.9803892887388055,1.0197599297131918,0.9980537654250689
387,0.679052394763662,1.0339626163707314,1.0135447360923129,0.9912680320837522
2236,0.6811187557129683,0.9840528542625229,0.9906979018345278,0.9813264162666913
1819,0.682348275742007,0.9791715944415516,0.9959082546485657,1.0121953215006108
1070,0.6830848873165898,1.0111046896728666,0.9418399118887648,0.9917283296775763
2191,0.6837400280666794,1.0396721198844998,1.008736426589414,0.9910000002599276
2492,0.6841610475221136,0.9809198475024742,0.9757712990985763,1.006114699720434
339,0.6846164127220502,0.9592191505430402,0.9901637039695111,0.9836738373829401
654,0.6847200364966994,0.9901390960903501,1.009923720608403,0.9942243294389143
492,0.6848706120235011,1.0201919836164646,1.0234213518350437,0.9968282285327371
2369,0.685353796706373,0.999025551914143,1.004475004243707,1.0021946559463106
1680,0.6858759383275781,0.9700838280372586,1.00219674854344,0.9985892118505435
1984,0.6862173223326169,1.0190009851002717,0.9861157494026298,0.9936518452972541
1688,0.68804224016738,1.0197073625989002,0.9872523582739221,0.9786489097271842
150,0.6881703101794239,1.025831968844182,1.0382063551101888,0.9828981686204633
1182,0.6883724581357469,0.980068344929503,0.9847782445286615,1.0111219076952793
2150,0.689862519498196,1.0723892958949008,1.0047894989194455,0.9997789469154453
747,0.6909930230167574,1.024811390064229,0.9775958009980829,1.0146184935738707
1859,0.6927323043685802,0.9491087918869963,0.9926674865701016,1.0071416876444956
1878,0.6956505314133452,1.0334300629273834,1.013302681277478,1.0121065497826474
2071,0.6956518835363026,0.9493571033291004,0.9614537230206996,1.0003046375819618
363,0.6960651286263766,0.9984441916143278,1.0004941385692976,1.0165905145301077
361,0.6967286171611646,1.01457186143791,0.985192580959852,0.9758968965298134
781,0.6967562466698158,0.9425444474684604,1.0108365822694445,1.006522777379737
2029,0.6981171927874856,1.0480691515758453,1.0180598870733018,0.9951606807919513
1959,0.6985111298396665,0.9986327566816448,0.9987328994455701,0.9923936550384694
2307,0.6988300309128632,1.0262550918222895,0.9777746176742553,0.991368799135851
977,0.6995583434246806,0.9481035708107479,0.9718422208982552,0.9923041346908634
1316,0.7005303961033071,0.9646300016101628,0.9673193426714789,1.01267526248889
176,0.7009899981139969,1.011551724081157,0.9951869840843014,1.008047146960175
2205,0.702047662527099,1.0097073485174548,1.0143147263441583,1.004194595314463
1557,0.7024665852396339,0.9801597897860854,0.9854229022010441,0.9990625314477407
2340,0.7026900125506341,1.0167372165769037,0.9803719139047434,1.0243717867577924
156,0.70323323829964,1.0004748561055088,1.035122911676389,0.9984135611750068
946,0.704032171637913,0.9516532350863314,1.002915944908245,0.9942857673411744
1721,0.7040491075218478,0.9743928638194002,1.001062440453763,1.0061431542048218
1270,0.7053370438597601,1.0006122740581374,0.9835848011620882,0.9935467380146108
637,0.7057140018920303,0.9701071728277523,0.976063123047436,1.000455669240414
1488,0.7060595103167939,0.9485498386136704,1.0067938224741906,0.9885705787351038
586,0.7064068025884367,1.0621061367618874,1.0117214563533403,0.9801327935958997
1203,0.7073799690506741,1.0669509933813988,0.9822139395124017,0.9883341375502663
700,0.707669589480928,0.941845193746821,0.9516329930488497,0.9939118824435923
2431,0.7077185662719891,1.0032479264619163,0.9988195912868452,0.9901262613597419
1525,0.7082515750289393,0.9649394925700336,1.0157468661265496,0.9839181489241521
1114,0.708584334553571,1.0319917259447893,0.990388175778005,1.0127547355098125
1909,0.7093730648959413,1.029306939248855,0.9509562891241203,1.0017982382943416
396,0.7098923860950712,0.9848562486049705,0.9929253848373909,0.9960434815807484
358,0.7099288892352609,1.0241905539760536,1.0078721486119058,0.9851134154187974
1179,0.7102583775462663,1.0064480408264735,1.007415669271505,1.0118655768920861
1701,0.7102620023585964,0.9324342553883438,0.9750772038775231,0.9993727045656164
979,0.7110568066202034,1.0812888719864533,1.0306978561968243,0.9829352383521699
1195,0.7114155501286192,1.0465104424486673,0.9728723312896638,1.003064872466459
143,0.7141117990030585,0.9976177321131561,1.0206580962055556,1.0032406115458188
506,0.7143161200096908,1.0105000294064497,0.9985300925939049,1.0038732326065976
1798,0.715295277431049,1.0068261976071462,1.003192543260162,1.0046401391115138
859,0.7169136737324531,1.0031007890687198,1.0026775352243147,1.0045559935772812
